School,G,W,L,W-L%,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,year,NCAABirth,END,Seed
Richmond ,37,29,8,0.784,11.23,2.79,2577,2265,63.2,109.5,0.323,0.366,0.557,48.5,59.4,9.3,10.8,0.531,14.2,28.6,0.222,2011,NCAA,Richmond ,12
Saint Peter's ,34,20,14,0.588,-0.28,-1.08,2069,2042,65.5,92.5,0.389,0.322,0.49,49.3,53.7,11.8,12.4,0.455,19.5,32.1,0.25,2011,NCAA,Saint Peter's ,14
San Diego State ,37,34,3,0.919,17.96,6.36,2660,2192,63.7,112,0.305,0.298,0.543,54.9,50.4,9.6,12,0.515,14.1,38.2,0.213,2011,NCAA,San Diego State ,2
Southern California ,34,19,15,0.559,11.52,7.97,2252,2131,64.3,102.6,0.354,0.315,0.526,50.7,49.4,9.1,8.4,0.499,15.4,29.9,0.23,2011,NCAA,Southern California ,11
St. John's (NY) ,33,21,12,0.636,13.1,10.01,2313,2211,66.5,105.1,0.442,0.241,0.539,49.5,51.7,12.1,9.2,0.495,16,32.5,0.314,2011,NCAA,St. John's (NY) ,6
Syracuse ,35,27,8,0.771,18.85,8.79,2568,2216,66,110.3,0.36,0.317,0.553,52.5,60.5,13.1,18.9,0.528,15.7,36.7,0.239,2011,NCAA,Syracuse ,3
Temple ,34,26,8,0.765,12.35,4.23,2400,2124,65.5,106.6,0.338,0.3,0.532,51.8,58.9,10.3,11.3,0.5,14,32.1,0.236,2011,NCAA,Temple ,7
Tennessee ,34,19,15,0.559,11.08,8.73,2376,2296,67.1,103.3,0.397,0.3,0.515,52.6,52.9,10.9,10.6,0.476,16.4,37.8,0.272,2011,NCAA,Tennessee ,9
Texas A&M ,33,24,9,0.727,12.62,5.94,2254,2009,63.1,106.6,0.465,0.311,0.537,54.7,58.6,10.2,4.5,0.494,16.9,38.2,0.324,2011,NCAA,Texas A&M ,7
Texas-San Antonio ,34,20,14,0.588,-5.8,-4.93,2384,2363,68.8,102,0.414,0.356,0.532,48.9,53.6,10.3,6.5,0.491,17.1,30.4,0.292,2011,NCAA,Texas-San Antonio ,16
Texas ,36,28,8,0.778,20.82,7.96,2701,2238,67.8,109.9,0.431,0.255,0.534,54.3,50.8,8.4,11.7,0.502,14.4,38.2,0.282,2011,NCAA,Texas ,4
UCLA ,34,23,11,0.676,11.7,7.93,2382,2254,66.8,103.8,0.443,0.29,0.539,53.1,59.4,8.1,13.6,0.502,18.5,36,0.301,2011,NCAA,UCLA ,7
Utah State ,34,30,4,0.882,13.23,0.5,2449,1995,64.1,111.6,0.427,0.314,0.569,55.7,59.5,7.4,9.2,0.527,15.7,34.5,0.315,2011,NCAA,Utah State ,12
Vanderbilt ,34,23,11,0.676,15.1,6.86,2581,2301,67.6,111.1,0.452,0.382,0.573,51.7,53.5,7.5,11.5,0.529,16.4,32.9,0.336,2011,NCAA,Vanderbilt ,5
Villanova ,33,21,12,0.636,15.05,8.23,2384,2159,65.7,109.6,0.423,0.332,0.546,53.2,56.5,9.6,10.7,0.495,15.2,35.8,0.32,2011,NCAA,Villanova ,9
Virginia Commonwealth ,40,28,12,0.7,8.56,3.78,2864,2673,65.3,108.3,0.37,0.412,0.547,47,60.2,12.4,9.1,0.511,14.7,30.9,0.264,2011,NCAA,Virginia Commonwealth ,11
Washington ,35,24,11,0.686,20.12,7.74,2907,2474,72,114.5,0.315,0.363,0.559,52.9,55.9,9.2,12.3,0.537,14.1,37.7,0.212,2011,NCAA,Washington ,7
West Virginia ,33,21,12,0.636,16.15,11.03,2303,2134,64,109,0.409,0.335,0.528,52.4,62.7,7.3,11,0.485,15.4,40.2,0.291,2011,NCAA,West Virginia ,5
Wisconsin ,34,25,9,0.735,18.77,9.42,2310,1992,57.3,117.7,0.295,0.412,0.56,51.9,55.4,6.2,9,0.518,11.1,32.6,0.241,2011,NCAA,Wisconsin ,4
Wofford ,34,21,13,0.618,4.35,-1.21,2502,2313,64.6,111.3,0.42,0.266,0.563,50.8,55.2,10.1,6.9,0.53,15.4,34.1,0.291,2011,NCAA,Wofford ,14
Xavier ,32,24,8,0.75,11.88,4.41,2306,2067,65.3,108.7,0.445,0.309,0.56,53.3,54.1,8.2,8.7,0.512,15.8,32.4,0.332,2011,NCAA,Xavier ,6
Alabama ,33,21,12,0.636,13.76,7.18,2135,1918,62.9,102.2,0.362,0.273,0.529,49.9,51.7,11.4,12,0.491,17.3,33.5,0.257,2012,NCAA,Alabama ,9
Baylor ,38,30,8,0.789,16.54,8.03,2839,2483,67.1,111,0.353,0.315,0.566,52,56.8,11.2,12.5,0.528,17.2,38.4,0.266,2012,NCAA,Baylor ,3
Belmont ,35,27,8,0.771,11.81,-1.22,2831,2363,68.7,117,0.385,0.403,0.591,49.7,62.2,10.5,5.7,0.558,15.2,34.5,0.282,2012,NCAA,Belmont ,14
Brigham Young ,35,26,9,0.743,11.25,1.55,2727,2358,73,106.7,0.367,0.323,0.553,50.2,61.3,11.6,11.9,0.521,16.1,30.6,0.257,2012,NCAA,Brigham Young ,14
University of California ,34,24,10,0.706,13.79,4.53,2419,2104,66.3,107.3,0.341,0.229,0.554,51.4,60.5,7.1,8,0.517,15.8,32.1,0.254,2012,NCAA,University of California ,12
Cincinnati ,37,26,11,0.703,12.93,6.28,2522,2276,64.1,104.9,0.293,0.348,0.505,48.1,51.8,12.4,12,0.48,13.9,35.7,0.189,2012,NCAA,Cincinnati ,6
Colorado State ,32,20,12,0.625,6.58,5.23,2243,2177,64.5,107.4,0.423,0.292,0.576,49.2,50.9,8.2,5.7,0.53,17.3,28.7,0.324,2012,NCAA,Colorado State ,11
Colorado ,36,24,12,0.667,7.91,5.73,2429,2269,66,101.9,0.432,0.305,0.538,50.2,50.5,8.8,9,0.499,17.2,30.1,0.299,2012,NCAA,Colorado ,11
Connecticut ,34,20,14,0.588,12.27,8.07,2336,2193,64.1,106,0.346,0.293,0.528,49.3,53.3,9,17.6,0.5,15.9,36.3,0.229,2012,NCAA,Connecticut ,9
Creighton ,35,29,6,0.829,12.92,3.41,2772,2439,67.3,116.9,0.381,0.35,0.607,52.1,63.2,7.1,5.8,0.578,15.6,30.8,0.276,2012,NCAA,Creighton ,8
Davidson ,33,25,8,0.758,7.26,-1.68,2571,2238,68.8,112.4,0.371,0.386,0.555,52.1,51.8,8,8.7,0.511,14.3,35.4,0.283,2012,NCAA,Davidson ,13
Detroit Mercy ,36,22,14,0.611,2.4,-0.01,2597,2432,67.1,107.1,0.427,0.275,0.538,49.2,51.3,11.2,13.2,0.491,15.7,35.8,0.312,2012,NCAA,Detroit Mercy ,15
Duke ,34,27,7,0.794,17.05,8.4,2628,2334,68.3,112.3,0.451,0.386,0.565,49.8,48.4,9,9,0.528,15.1,34.7,0.316,2012,NCAA,Duke ,2
Florida State ,35,25,10,0.714,14.53,7.62,2443,2201,67.3,102.3,0.348,0.318,0.545,50,48.7,11.1,17,0.512,19.7,35,0.246,2012,NCAA,Florida State ,3
Florida ,37,26,11,0.703,18.25,7.33,2808,2404,65.1,115.4,0.332,0.446,0.576,49.2,56.5,9.6,8.8,0.548,14.4,33.5,0.237,2012,NCAA,Florida ,7
Georgetown ,33,24,9,0.727,16.81,7.69,2278,1959,63.3,107.4,0.386,0.308,0.552,52.1,55.6,9.4,13.2,0.519,16.8,35.8,0.27,2012,NCAA,Georgetown ,3
Gonzaga ,33,26,7,0.788,13.86,3.25,2436,2086,66.4,110.7,0.461,0.326,0.574,52,55.3,10.1,8.5,0.535,17,34.6,0.33,2012,NCAA,Gonzaga ,7
Harvard ,31,26,5,0.839,7.84,-1.56,2033,1724,60.9,107.3,0.411,0.348,0.571,51.3,57.7,9.7,12.1,0.529,17.5,30.3,0.307,2012,NCAA,Harvard ,12
Indiana ,36,27,9,0.75,18.63,7.8,2782,2392,66.9,115.5,0.445,0.275,0.596,50.8,51.3,9.7,8.5,0.552,16.5,35.3,0.34,2012,NCAA,Indiana ,4
Iona ,33,25,8,0.758,8.36,-1.82,2736,2400,71.4,114.8,0.303,0.323,0.588,48.1,62.5,10.1,5.5,0.565,15.1,32.1,0.216,2012,NCAA,Iona ,14
Iowa State ,34,23,11,0.676,13.32,7.32,2490,2286,67.5,108.5,0.387,0.416,0.557,51.8,57.1,8.5,7.1,0.526,15.8,32.3,0.266,2012,NCAA,Iowa State ,8
Kansas State ,33,22,11,0.667,14.47,7.53,2343,2114,67,104.8,0.432,0.295,0.526,51.3,57.6,8.9,13,0.489,17.5,40.7,0.29,2012,NCAA,Kansas State ,8
Kansas ,39,32,7,0.821,21.72,9.93,2867,2407,67.3,108.8,0.398,0.296,0.556,52.1,57.4,10.8,15,0.523,16.4,34.9,0.275,2012,NCAA,Kansas ,2
Kentucky ,40,38,2,0.95,24.73,7.93,3095,2423,66.4,116.5,0.417,0.265,0.575,52.9,48.4,9.1,20.4,0.538,14.2,37.1,0.302,2012,NCAA,Kentucky ,1
Lamar ,35,23,12,0.657,2.41,-3.77,2573,2296,68.7,106.6,0.41,0.218,0.516,51.7,49.7,11.7,10.5,0.469,14.4,37.8,0.295,2012,NCAA,Lamar ,16
Lehigh ,35,27,8,0.771,4.27,-5.14,2648,2288,68.1,110.3,0.378,0.358,0.553,47.9,50.6,11.2,8,0.507,14,31.7,0.291,2012,NCAA,Lehigh ,15
Long Beach State ,34,25,9,0.735,9.52,0.87,2510,2175,67.2,109.1,0.42,0.329,0.556,50.7,54.1,10.5,7.1,0.527,16.3,34.7,0.281,2012,NCAA,Long Beach State ,12
Long Island University ,34,25,9,0.735,-1.34,-5.1,2769,2641,74.8,108.5,0.497,0.312,0.577,48.6,54.3,8.1,6.7,0.532,18.5,34.2,0.363,2012,NCAA,Long Island University ,16
Louisville ,40,30,10,0.75,16.19,9.02,2727,2440,67,100.5,0.362,0.321,0.51,49.7,55.2,13,12.8,0.473,17.4,35.7,0.249,2012,NCAA,Louisville ,4
Loyola (MD) ,33,24,9,0.727,0.37,-2.72,2222,2120,65.3,103.1,0.429,0.273,0.52,49.6,52.1,11.8,11.7,0.472,17.2,38.1,0.309,2012,NCAA,Loyola (MD) ,15
Marquette ,35,27,8,0.771,16.92,7.5,2638,2308,70.7,106.6,0.409,0.293,0.543,47.4,63.1,12.3,8.8,0.501,16,33.9,0.295,2012,NCAA,Marquette ,3
Memphis ,35,26,9,0.743,16.86,5.26,2614,2208,67.1,110.1,0.413,0.269,0.575,48.7,54.1,11.7,14.6,0.54,16.3,31.3,0.296,2012,NCAA,Memphis ,8
Michigan State ,37,29,8,0.784,21.32,9.82,2651,2195,65.1,109.7,0.377,0.276,0.559,54.1,59,11,12.4,0.527,16.7,36.1,0.264,2012,NCAA,Michigan State ,1
Michigan ,34,24,10,0.706,13.19,8.98,2255,2090,61.2,107.2,0.283,0.443,0.559,47.3,53.3,8,6.1,0.532,15.5,28,0.204,2012,NCAA,Michigan ,4
Mississippi Valley State ,34,21,13,0.618,-8.03,-7.65,2332,2345,70,96.9,0.35,0.384,0.494,47.4,55.5,12.5,7,0.463,17.8,33.9,0.225,2012,NCAA,Mississippi Valley State ,16
Missouri ,35,30,5,0.857,19.77,5.68,2814,2321,66.4,120.7,0.375,0.379,0.614,48,57.7,12.2,7.2,0.58,13.5,30.4,0.287,2012,NCAA,Missouri ,2
Montana ,32,25,7,0.781,4.55,-3.39,2239,1985,66.1,105.4,0.398,0.31,0.557,47,55.8,10.8,9.7,0.52,16.6,28.3,0.285,2012,NCAA,Montana ,13
Murray State ,33,31,2,0.939,8.74,-2.6,2412,2001,66.1,109.8,0.439,0.349,0.576,49.2,51.5,12.6,11,0.537,18,34.9,0.318,2012,NCAA,Murray State ,6
Nevada-Las Vegas ,35,26,9,0.743,13.55,4.37,2671,2307,69.3,108.2,0.356,0.387,0.554,50.2,65.4,12.1,12.5,0.527,16.2,32.8,0.241,2012,NCAA,Nevada-Las Vegas ,6
New Mexico State ,36,26,10,0.722,8.73,0.08,2812,2459,70.7,110.1,0.517,0.247,0.552,54.6,51.3,9.5,10.8,0.515,17.3,41.1,0.346,2012,NCAA,New Mexico State ,13
New Mexico ,35,28,7,0.8,15.6,3.34,2545,2076,66.3,109.3,0.394,0.368,0.565,52.7,65.4,10.3,9.6,0.531,17.2,34.7,0.279,2012,NCAA,New Mexico ,5
Norfolk State ,36,26,10,0.722,-3.68,-5.39,2482,2416,68.4,99.8,0.419,0.321,0.523,48.9,49.5,9.6,12.3,0.49,18.5,34.2,0.275,2012,NCAA,Norfolk State ,15
North Carolina-Asheville ,34,24,10,0.706,3.06,-2.72,2745,2426,70.5,114,0.468,0.33,0.589,49.1,61.5,11.8,6.9,0.541,16.4,34.4,0.358,2012,NCAA,North Carolina-Asheville ,16
North Carolina State ,37,24,13,0.649,12.1,6.8,2697,2501,67.7,107.3,0.363,0.261,0.539,51,59.1,9.9,10.5,0.504,15.8,35.8,0.255,2012,NCAA,North Carolina State ,11
North Carolina ,38,32,6,0.842,21.34,7.07,3091,2549,72.8,111.3,0.373,0.235,0.531,54.8,58.1,9.3,14,0.498,13.3,39.1,0.254,2012,NCAA,North Carolina ,1
Notre Dame ,34,22,12,0.647,11.18,6.47,2257,2097,61.6,106.3,0.374,0.369,0.532,47.4,63.6,8.3,8.3,0.495,13.9,30.5,0.263,2012,NCAA,Notre Dame ,7
Ohio State ,39,31,8,0.795,23.95,9.07,2913,2333,66.9,111.6,0.381,0.269,0.556,53.7,53.7,10.8,9.3,0.521,14.6,34.9,0.27,2012,NCAA,Ohio State ,2
Ohio ,37,29,8,0.784,7.17,0.17,2597,2311,66.8,104.4,0.355,0.384,0.527,46.7,54.2,14,8.5,0.494,16.3,33.9,0.245,2012,NCAA,Ohio ,13
Purdue ,35,22,13,0.629,13.88,8.05,2514,2310,64.6,111.2,0.341,0.373,0.536,46.6,52.9,10,8.9,0.511,11.5,31.8,0.224,2012,NCAA,Purdue ,10
Saint Louis ,34,26,8,0.765,15.15,4.06,2336,1960,63.2,108.3,0.36,0.366,0.55,48.4,56.4,10.9,8,0.515,15.2,31.6,0.259,2012,NCAA,Saint Louis ,9
Saint Mary's (CA) ,33,27,6,0.818,11.26,0.78,2467,2068,64.8,115,0.385,0.394,0.576,54.2,60.7,10.6,7.8,0.541,15.2,35.9,0.281,2012,NCAA,Saint Mary's (CA) ,7
San Diego State ,34,26,8,0.765,9.04,3.79,2416,2166,66.6,105.1,0.369,0.304,0.54,51.1,48.3,8.2,6.4,0.505,16,31.5,0.259,2012,NCAA,San Diego State ,6
South Dakota State ,35,27,8,0.771,7.34,-1.87,2689,2329,66.1,114.9,0.399,0.371,0.576,48.9,54.5,10.1,4.9,0.54,13.7,31.2,0.29,2012,NCAA,South Dakota State ,14
South Florida ,36,22,14,0.611,9.2,7.29,2134,2037,59.7,98.6,0.338,0.303,0.521,50.5,54.8,9.2,10.8,0.485,19.1,34.2,0.239,2012,NCAA,South Florida ,12
Southern Mississippi ,34,25,9,0.735,7.79,3.61,2426,2212,64.5,107.9,0.394,0.304,0.517,50.9,45.7,9.1,8.1,0.469,13.8,37.2,0.29,2012,NCAA,Southern Mississippi ,9
St. Bonaventure ,32,20,12,0.625,8.25,2.84,2254,2081,65,107,0.421,0.299,0.557,51.8,57.7,8.8,11.5,0.508,17.8,35.5,0.32,2012,NCAA,St. Bonaventure ,14
Syracuse ,37,34,3,0.919,21.12,8.02,2742,2257,65.2,113.3,0.329,0.31,0.55,46.7,56.1,14,19.4,0.521,13.5,36.3,0.23,2012,NCAA,Syracuse ,1
Temple ,32,24,8,0.75,10.44,4.94,2401,2225,67.6,108.8,0.342,0.313,0.563,48.4,57.3,10.4,10.1,0.531,15.8,31.5,0.246,2012,NCAA,Temple ,5
Texas ,34,20,14,0.588,14,8.12,2470,2270,66.7,108.1,0.426,0.312,0.533,49.6,50.1,10.1,9.7,0.485,15.5,38.5,0.312,2012,NCAA,Texas ,11
Vanderbilt ,36,25,11,0.694,15.71,8.04,2615,2339,65.5,109.7,0.401,0.412,0.572,48.6,51.8,9,10.4,0.541,16.9,31.6,0.28,2012,NCAA,Vanderbilt ,5
Vermont ,36,24,12,0.667,0.98,-5.19,2415,2193,63.2,105,0.373,0.293,0.536,50.2,56,9.6,6.5,0.493,16.5,34.3,0.276,2012,NCAA,Vermont ,16
Virginia Commonwealth ,36,29,7,0.806,8.79,0.63,2448,2154,65.2,103.6,0.363,0.392,0.512,46.8,51.7,16,10.4,0.476,14.7,33.4,0.249,2012,NCAA,Virginia Commonwealth ,12
Virginia ,32,22,10,0.688,12.51,4.23,2000,1735,61.1,101.9,0.354,0.298,0.543,49.9,54.6,10.5,8.2,0.507,16.6,27.1,0.256,2012,NCAA,Virginia ,10
West Virginia ,33,19,14,0.576,12.13,7.53,2346,2194,64.8,106.8,0.386,0.305,0.518,52.1,56.9,9.6,6.7,0.483,15.7,40.9,0.259,2012,NCAA,West Virginia ,10
Western Kentucky ,35,16,19,0.457,-2.66,0.51,2272,2383,68.4,94.2,0.402,0.327,0.489,48.1,50.1,8.1,10.1,0.444,18.7,34.1,0.276,2012,NCAA,Western Kentucky ,16
Wichita State ,33,27,6,0.818,17.42,3.8,2545,2060,67,113.3,0.347,0.328,0.577,52.8,53.2,9.3,10.4,0.543,15.5,33.5,0.26,2012,NCAA,Wichita State ,5
Wisconsin ,36,26,10,0.722,19.04,8.24,2304,1915,58.6,108.4,0.307,0.413,0.536,49.8,53.7,8.5,9.1,0.501,13,30.6,0.227,2012,NCAA,Wisconsin ,4
Xavier ,36,23,13,0.639,9.59,6.22,2543,2422,67.5,103.6,0.412,0.252,0.535,49.1,52.4,8.8,10.2,0.497,15.9,31.3,0.287,2012,NCAA,Xavier ,10
Akron ,33,26,7,0.788,8.11,0.18,2369,2071,66.4,106.5,0.362,0.368,0.539,51.9,56.9,10.4,14.7,0.516,17.3,37.7,0.233,2013,NCAA,Akron ,12
Albany (NY) ,35,24,11,0.686,-0.87,-4.53,2251,2123,62.8,102.1,0.4,0.329,0.541,48.9,51.8,8.7,5.9,0.496,18.4,31.7,0.295,2013,NCAA,Albany (NY) ,15
Arizona ,35,27,8,0.771,17.3,7.47,2570,2226,66.8,109.5,0.374,0.375,0.565,52.7,54.1,10,10.2,0.525,16.8,35,0.28,2013,NCAA,Arizona ,6
Belmont ,33,26,7,0.788,10.37,-0.96,2533,2129,68.1,112.3,0.328,0.395,0.594,46.8,57,14.3,8,0.567,17.1,29.9,0.24,2013,NCAA,Belmont ,11
Boise State ,32,21,11,0.656,9.44,5.27,2343,2095,66.3,109.9,0.334,0.356,0.565,51.1,51.3,9.9,5.4,0.53,15.7,31.5,0.249,2013,NCAA,Boise State ,13
Bucknell ,34,28,6,0.824,6.95,-1.96,2277,1966,62.6,107,0.361,0.242,0.538,52.3,55.6,5.5,10.8,0.496,13.2,29.3,0.268,2013,NCAA,Bucknell ,11
Butler ,36,27,9,0.75,10.99,6.08,2495,2299,64.9,106.4,0.385,0.356,0.546,53.4,53.5,8.8,7,0.512,17.2,36.3,0.268,2013,NCAA,Butler ,6
University of California ,33,21,12,0.636,10.65,7.77,2218,2123,66.5,100.7,0.312,0.236,0.515,50,56.2,8.7,11.4,0.48,16.2,32.5,0.223,2013,NCAA,University of California ,12
Cincinnati ,34,22,12,0.647,14.46,6.93,2262,2006,64.9,101.4,0.355,0.371,0.493,51.7,52.5,10.8,16.1,0.462,15.8,38.7,0.229,2013,NCAA,Cincinnati ,10
Colorado State ,35,26,9,0.743,13.65,5.89,2553,2229,64.6,112.6,0.436,0.271,0.539,56.9,50.5,7.1,6.4,0.495,14.1,41.2,0.312,2013,NCAA,Colorado State ,8
Colorado ,33,21,12,0.636,11.95,7.95,2230,2098,65.7,101.4,0.409,0.289,0.522,50.2,42.3,10.5,8.6,0.483,17.1,33.6,0.281,2013,NCAA,Colorado ,10
Creighton ,36,28,8,0.778,16.44,5.16,2680,2274,65,114.5,0.342,0.394,0.612,51.6,64.6,7.4,6.6,0.582,16.8,28.8,0.26,2013,NCAA,Creighton ,7
Davidson ,34,26,8,0.765,7.27,-3.45,2490,2110,64.8,112.7,0.388,0.383,0.58,49.3,56.5,8.6,7.6,0.532,14.7,29,0.309,2013,NCAA,Davidson ,14
Duke ,36,30,6,0.833,21.43,9.54,2778,2350,68.2,113.1,0.392,0.333,0.576,47.3,53.6,9.4,9,0.539,13.7,28.8,0.289,2013,NCAA,Duke ,2
Florida Gulf Coast ,37,26,11,0.703,2.76,-2.07,2696,2469,69.5,103.8,0.348,0.342,0.548,48.3,53.6,12.7,10.5,0.521,18.1,32.2,0.235,2013,NCAA,Florida Gulf Coast ,15
Florida ,37,29,8,0.784,23.86,6.83,2642,2012,62.9,113.5,0.31,0.395,0.573,51.4,56.3,11.4,9.4,0.552,14.8,33.4,0.21,2013,NCAA,Florida ,3
Georgetown ,32,25,7,0.781,15.84,7.59,2070,1806,62.4,102,0.368,0.329,0.541,48.4,64.3,11.8,11.3,0.511,17.6,30.4,0.25,2013,NCAA,Georgetown ,2
Gonzaga ,35,32,3,0.914,20.47,4.18,2696,2095,65.3,118,0.402,0.315,0.585,53.3,55.2,12.1,8.2,0.555,14.6,37.8,0.283,2013,NCAA,Gonzaga ,1
Harvard ,30,20,10,0.667,3.95,0.16,2049,1924,63.8,105.6,0.489,0.337,0.583,46.3,57.9,11.2,11,0.542,18.5,26,0.354,2013,NCAA,Harvard ,14
Illinois ,36,23,13,0.639,13.23,10.08,2465,2332,65.5,104.2,0.31,0.419,0.516,46.6,42.5,10.4,11.5,0.479,14.7,33.1,0.225,2013,NCAA,Illinois ,7
Indiana ,36,29,7,0.806,24.9,8.38,2831,2236,67.1,116.3,0.459,0.323,0.59,53.3,54,10.5,9.3,0.548,16.3,39,0.341,2013,NCAA,Indiana ,1
Iona ,34,20,14,0.588,4.04,-0.02,2733,2595,70.5,111.1,0.327,0.366,0.562,47.1,54.7,9,7.4,0.521,14.7,32.8,0.255,2013,NCAA,Iona ,15
Iowa State ,35,23,12,0.657,14.5,6.13,2779,2486,70,111.7,0.33,0.438,0.569,51.2,58.2,9,7,0.538,15.9,34.2,0.241,2013,NCAA,Iowa State ,10
James Madison ,36,21,15,0.583,-1.73,-2.28,2346,2326,64.1,100.9,0.368,0.324,0.514,46.2,51.7,11.7,13.5,0.476,15,29.6,0.257,2013,NCAA,James Madison ,16
Kansas State ,35,27,8,0.771,13.53,6.53,2414,2115,63.6,108.4,0.315,0.329,0.524,50.6,63.9,11.1,10.3,0.495,14.9,38.7,0.216,2013,NCAA,Kansas State ,4
Kansas ,37,31,6,0.838,20.79,7.54,2782,2292,67.8,109.1,0.395,0.29,0.572,52.6,58.4,10.2,17.6,0.533,17.5,33.8,0.291,2013,NCAA,Kansas ,1
La Salle ,34,24,10,0.706,10.14,4.46,2450,2257,66.5,107.6,0.313,0.36,0.552,44.6,55.2,11.6,8.3,0.519,15,29,0.231,2013,NCAA,La Salle ,13
Liberty ,36,15,21,0.417,-9.13,-5.8,2489,2519,66.6,102.7,0.394,0.342,0.536,47.2,52.9,8.1,7.6,0.493,17.1,29.7,0.288,2013,NCAA,Liberty ,16
Long Island University ,34,20,14,0.588,-3.21,-5.8,2677,2589,70,111.6,0.456,0.339,0.576,48.6,56.3,9.7,8.3,0.544,17.3,35.2,0.315,2013,NCAA,Long Island University ,16
Louisville ,40,35,5,0.875,24.81,9.13,2978,2351,66.4,110.3,0.4,0.3,0.544,51.1,55.7,15.9,12.1,0.506,15.3,38.2,0.283,2013,NCAA,Louisville ,1
Marquette ,35,26,9,0.743,14.04,8.58,2382,2191,63.4,105.9,0.409,0.27,0.541,50.8,57.4,10.3,10,0.496,17.6,38.3,0.299,2013,NCAA,Marquette ,3
Memphis ,36,31,5,0.861,12.26,2.7,2681,2337,69.5,106.3,0.372,0.286,0.55,50.8,62,12.7,16.3,0.524,17.7,35.6,0.246,2013,NCAA,Memphis ,6
Miami (FL) ,36,29,7,0.806,16.99,7.88,2509,2181,64,108.5,0.346,0.356,0.548,50.1,45.6,9.6,12.3,0.519,14.1,30.6,0.236,2013,NCAA,Miami (FL) ,2
Michigan State ,36,27,9,0.75,18.64,10.55,2448,2129,64.7,105.1,0.37,0.272,0.542,53.3,53.7,12.4,10.9,0.505,17.8,36.4,0.264,2013,NCAA,Michigan State ,3
Michigan ,39,31,8,0.795,21.28,10.05,2932,2467,64.1,116.1,0.284,0.34,0.572,49.9,51.7,9.5,7.3,0.549,12.5,32.7,0.199,2013,NCAA,Michigan ,4
Middle Tennessee ,34,28,6,0.824,11.16,-1.52,2405,1974,65.6,107.1,0.414,0.262,0.548,52.3,56.7,10.6,11,0.511,17.4,36.5,0.288,2013,NCAA,Middle Tennessee ,11
Minnesota ,34,21,13,0.618,16.83,10.31,2337,2115,63.5,107.8,0.416,0.297,0.531,53.1,61.7,11.7,15.8,0.493,17.5,43.6,0.285,2013,NCAA,Minnesota ,11
Mississippi ,36,27,9,0.75,14.42,4.14,2779,2409,70.5,108.4,0.388,0.33,0.526,48.1,46.1,11.6,13.7,0.491,13,33.6,0.263,2013,NCAA,Mississippi ,12
Missouri ,34,23,11,0.676,15.41,6,2588,2268,68.2,110.7,0.35,0.315,0.551,53.7,51.1,9.8,9.1,0.512,15.8,38.7,0.261,2013,NCAA,Missouri ,9
Montana ,32,25,7,0.781,-1.11,-4.21,2238,2096,63.8,107.5,0.398,0.36,0.576,46.4,53.3,9,8.3,0.532,16.7,25.9,0.305,2013,NCAA,Montana ,13
Nevada-Las Vegas ,35,25,10,0.714,12.92,5.71,2498,2206,68.9,103.2,0.373,0.344,0.53,52,64.4,10.5,14.6,0.492,17.1,33.8,0.262,2013,NCAA,Nevada-Las Vegas ,5
New Mexico State ,35,24,11,0.686,5.11,0.7,2355,2175,65.2,102.5,0.462,0.24,0.528,53.1,48.2,8.6,14.1,0.493,18.5,37.3,0.303,2013,NCAA,New Mexico State ,13
New Mexico ,35,29,6,0.829,13.28,6.63,2355,2122,64.7,103.3,0.457,0.347,0.533,49.4,65.8,9.6,11.3,0.484,15.4,29.3,0.329,2013,NCAA,New Mexico ,3
North Carolina A&T ,37,20,17,0.541,-6.94,-6.3,2299,2291,67.1,92.3,0.42,0.367,0.497,46.4,52.2,10.5,13.6,0.458,19.6,30,0.276,2013,NCAA,North Carolina A&T ,16
North Carolina State ,35,24,11,0.686,14.32,7.17,2708,2458,68.6,112.4,0.409,0.237,0.571,50.2,51.9,9.4,10.1,0.542,15.4,34.7,0.279,2013,NCAA,North Carolina State ,8
North Carolina ,36,25,11,0.694,14.52,8.01,2762,2492,71.6,106.8,0.282,0.312,0.525,48.6,60.2,11.7,8.1,0.499,14.1,34.4,0.19,2013,NCAA,North Carolina ,8
Northwestern State ,32,23,9,0.719,0.41,-3.77,2559,2285,74.4,107.5,0.386,0.3,0.539,47.6,53.2,12.9,10.6,0.505,15.9,35.3,0.265,2013,NCAA,Northwestern State ,14
Notre Dame ,35,25,10,0.714,13.74,7.22,2450,2222,62,109.8,0.32,0.32,0.551,50.6,65.8,7.8,9.3,0.522,15,34,0.227,2013,NCAA,Notre Dame ,7
Ohio State ,37,29,8,0.784,20.19,9.32,2599,2197,64.3,108.9,0.354,0.31,0.541,50.5,53.1,10.4,12.9,0.506,13.6,31.1,0.251,2013,NCAA,Ohio State ,2
Oklahoma State ,33,24,9,0.727,15.57,6.73,2371,2079,67.3,104.8,0.405,0.313,0.536,49.1,48.9,11,12.8,0.488,15.7,31.3,0.302,2013,NCAA,Oklahoma State ,5
Oklahoma ,32,20,12,0.625,11.4,7.09,2260,2122,66.8,104.9,0.354,0.267,0.524,48.7,49.1,9.6,7.4,0.478,14.8,33.2,0.268,2013,NCAA,Oklahoma ,10
